,Reaction,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,Substrates,Substrate Name,Substrate SMILE
3288,TDPGAT,rxn04676,,,,"['h[c]', 'thmpp[c]', 'xu5p_D[c]']","['proton', 'Thiamine diphosphate', 'D-xylulose 5-phosphate(2-)']","['[H+]', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O', 'C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]']"
3289,TDPGDH,rxn01997,MNXR5009,,4.2.1.46,['dtdpglu[c]'],['dTDP-glucose(2-)'],['CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O']
3290,TDSK,rxn03181,MNXR5010,,2.7.1.130,"['atp[c]', 'lipidAds[c]']","['ATP', 'Lipid A Disaccharide']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O']"
3291,TECA5S140,rxn10308,MNXR67455,,2.7.8.-,"['myrstca1[c]', 'uacgam[c]']","['Myristoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3292,TECA5S160,rxn10307,MNXR67454,,2.7.8.-,"['palmtca1[c]', 'uacgam[c]']","['Palmitoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3293,TECA5S180,rxn10309,MNXR67456,,2.7.8.-,"['sttca1[c]', 'uacgam[c]']","['Stearoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3294,TECA5SAI15,rxn10314,MNXR67461,,2.7.8.-,"['ai15tca1[c]', 'uacgam[c]']","['Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3295,TECA5SAI17,rxn10311,MNXR67458,,2.7.8.-,"['ai17tca1[c]', 'uacgam[c]']","['Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3296,TECA5SI14,rxn10312,MNXR67459,,2.7.8.-,"['i14tca1[c]', 'uacgam[c]']","['Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3297,TECA5SI15,rxn10313,MNXR67460,,2.7.8.-,"['i15tca1[c]', 'uacgam[c]']","['Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3298,TECA5SI16,rxn10315,MNXR67462,,2.7.8.-,"['i16tca1[c]', 'uacgam[c]']","['Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3299,TECA5SI17,rxn10310,MNXR67457,,2.7.8.-,"['i17tca1[c]', 'uacgam[c]']","['Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted', 'UDP-N-acetyl-alpha-D-glucosamine(2-)']","[None, 'CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O']"
3300,TFMO2,rxn05737,MNXR82821,,,"['fmnh2[c]', 'o2[c]', 'taur[c]']","['Reduced FMN', 'O2', 'Taurine']","['CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O', 'O=O', 'C(CS(=O)(=O)O)N']"
3301,TGAAGST,rxn06753,,,,"['M00065[c]', 'paps[c]']","['alpha-D-Glucosyl-1,6-alpha-D-glucosyl-1,6-alpha-D-glucosyl-1,3-1-O- alkyl-2-O-acylglycerol', 'Phosphoadenosine phosphosulfate']","[None, 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N']"
3302,TGBPA,rxn00787,MNXR51075,,4.1.2.40,['tagdp_D[c]'],"['D-Tagatose 1,6-biphosphate']",[None]
3303,TGZ_GLC_GLCAASE,,,,,"['h2o[c]', 'tgz_glc[c]']","['Water', 'Troglitazone Glucuronide']","['O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)OC5C(C(C(C(O5)C(=O)O)O)O)O)C']"
3304,TGZ_GLCt2pp,,,,,"['h[p]', 'tgz_glc[p]']","['proton', 'Troglitazone Glucuronide']","['[H+]', 'CC1=C(C(=C(C2=C1OC(CC2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)OC5C(C(C(C(O5)C(=O)O)O)O)O)C']"
3305,TGZ_GLCtex,,,,,['tgz_glc[e]'],['Troglitazone Glucuronide'],['CC1=C(C(=C(C2=C1OC(CC2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)OC5C(C(C(C(O5)C(=O)O)O)O)O)C']
3306,TGZtepp,,,,,['tgz[c]'],['Troglitazone'],['CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C']
3307,TGZtex,,,,,['tgz[e]'],['Troglitazone'],['CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C']
3308,THD1,rxn00083,MNXR3771,,1.6.1.1,"['nad[c]', 'nadph[c]']","['Nicotinamide adenine dinucleotide', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
3309,THD2pp,,,,,"['h[p]', 'nadh[c]', 'nadp[c]']","['proton', 'Nicotinamide adenine dinucleotide - reduced', 'Nicotinamide adenine dinucleotide phosphate']","['[H+]', None, 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
3310,THDPS,rxn03031,MNXR5036,,2.3.1.117,"['h2o[c]', 'succoa[c]', 'thdp[c]']","['Water', 'Succinyl-CoA', '2,3,4,5-Tetrahydrodipicolinate']","['O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O', 'C1CC(N=C(C1)C(=O)O)C(=O)O']"
3311,THFHL,rxn03005,,,,"['fgam[c]', 'h[c]', 'thf[c]']","['N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide', 'proton', '5,6,7,8-Tetrahydrofolate']","['C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O', '[H+]', 'C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O']"
3312,THFtepp,,,,,['thf[c]'],"['5,6,7,8-Tetrahydrofolate']",['C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O']
3313,THFtex,,,,,['thf[e]'],"['5,6,7,8-Tetrahydrofolate']",['C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O']
3314,THII,,,,,"['athis[c]', 'iscssh[c]', 'nadph[c]']","['Adenylyl-[ThiS protein]', 'S-sulfanylcysteine-[IscS protein]', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, None, 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
3315,THIORDXi,rxn09296,MNXR84323,,1.11.1.7,"['h2o2[c]', 'trdrd[c]']","['Hydrogen peroxide', 'Reduced thioredoxin']","['OO', None]"
3316,THMDt2rpp,,,,,"['h[p]', 'thymd[p]']","['proton', 'Thymidine']","['[H+]', 'CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O']"
3317,THMP,rxn01539,MNXR104823,R02135,"3.1.3.1, 3.1.3.100, 3.1.3.2","['h2o[c]', 'thmmp[c]']","['Water', 'Thiamin monophosphate']","['O', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O']"
3318,THMabcpp,,,,,"['atp[c]', 'h2o[c]', 'thm[p]']","['ATP', 'Water', 'Thiamin']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO']"
3319,THMt3pp,,,,,"['h[c]', 'thm[p]']","['proton', 'Thiamin']","['[H+]', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO']"
3320,THMtex,,,,,['thm[e]'],['Thiamin'],['CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO']
3321,THRAi,,,,,['thr_L[c]'],['L-threonine'],['CC(C(C(=O)O)N)O']
3322,THRD,rxn01068,MNXR69968,,1.1.1.103,"['nad[c]', 'thr_L[c]']","['Nicotinamide adenine dinucleotide', 'L-threonine']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'CC(C(C(=O)O)N)O']"
3323,THRD_L,rxn00737,MNXR104714,R00996,4.3.1.19,['thr_L[c]'],['L-threonine'],['CC(C(C(=O)O)N)O']
3324,THRS,rxn01069,MNXR104846,R01466,4.2.3.1,"['h2o[c]', 'phom[c]']","['Water', 'O-phosphonato-L-homoserine(2-)']","['O', 'C(COP(=O)([O-])[O-])C(C(=O)[O-])[NH3+]']"
3325,THR_Ltex,rxn09307,,,,['thr_L[e]'],['L-threonine'],['CC(C(C(=O)O)N)O']
3326,THRt2rpp,,,,,"['h[p]', 'thr_L[p]']","['proton', 'L-threonine']","['[H+]', 'CC(C(C(=O)O)N)O']"
3327,THSACMPtepp,,,,,['thsacmp[c]'],['thiomethyl-sulphoxide-conjugate-acetaminophen'],[None]
3328,THSACMPtex,,,,,['thsacmp[e]'],['thiomethyl-sulphoxide-conjugate-acetaminophen'],[None]
3329,THSFST,rxn01416,MNXR68599,,2.8.1.1,"['cyan[c]', 'tsul[c]']","['hydrogen cyanide', 'thiosulfate(2-)']","['C#N', '[O-]S(=O)(=S)[O-]']"
3330,THYMDtex,,,,,['thymd[e]'],['Thymidine'],['CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O']
3331,THZPSN,rxn09310,MNXR69971,,,"['atp[c]', 'cys_L[c]', 'dxyl5p[c]', 'tyr_L[c]']","['ATP', 'L-cysteine', '1-deoxy-D-xylulose 5-phosphate', 'L-tyrosine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)N)S', 'CC(=O)C(C(COP(=O)(O)O)O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
3332,TIMNPOR,rxn11768,,,,"['6ti5mp[c]', 'h2o[c]', 'nad[c]']","['6-Thioinosine 5-monophosphate', 'Water', 'Nicotinamide adenine dinucleotide']","[None, 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
3333,TKT1,rxn01200,MNXR104868,,2.2.1.1,"['r5p[c]', 'xu5p_D[c]']","['alpha-D-Ribose 5-phosphate', 'D-xylulose 5-phosphate(2-)']","['C(C1C(C(C(O1)O)O)O)OP(=O)(O)O', 'C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]']"
3334,TKT2,rxn00785,MNXR104869,R01830,2.2.1.1,"['e4p[c]', 'xu5p_D[c]']","['D-Erythrose 4-phosphate', 'D-xylulose 5-phosphate(2-)']","['C(C(C(C=O)O)O)OP(=O)(O)O', 'C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]']"
3335,TLF_A_1Atepp,,,,,['tlf_a_1a[c]'],['Tolfenamic Acid 1A'],[None]
3336,TLF_A_1Atex,,,,,['tlf_a_1a[e]'],['Tolfenamic Acid 1A'],[None]
3337,TLF_A_1Btepp,,,,,['tlf_a_1b[c]'],['Tolfenamic Acid 1B'],[None]
3338,TLF_A_1Btex,,,,,['tlf_a_1b[e]'],['Tolfenamic Acid 1B'],[None]
3339,TLF_A_1Xtepp,,,,,['tlf_a_1x[c]'],['Tolfenamic Acid 1X'],[None]
3340,TLF_A_1Xtex,,,,,['tlf_a_1x[e]'],['Tolfenamic Acid 1X'],[None]
3341,TLF_A_2Atepp,,,,,['tlf_a_2a[c]'],['Tolfenamic Acid 2A'],[None]
3342,TLF_A_2Atex,,,,,['tlf_a_2a[e]'],['Tolfenamic Acid 2A'],[None]
3343,TLF_A_2tepp,,,,,['tlf_a_2[c]'],['Tolfenamic Acid 2'],[None]
3344,TLF_A_2tex,,,,,['tlf_a_2[e]'],['Tolfenamic Acid 2'],[None]
3345,TLF_A_3tepp,,,,,['tlf_a_3[c]'],['Tolfenamic Acid 3'],[None]
3346,TLF_A_3tex,,,,,['tlf_a_3[e]'],['Tolfenamic Acid 3'],[None]
3347,TLF_A_4tepp,,,,,['tlf_a_4[c]'],['Tolfenamic Acid 4'],[None]
3348,TLF_A_4tex,,,,,['tlf_a_4[e]'],['Tolfenamic Acid 4'],[None]
3349,TLF_A_M1_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m1[c]']","['Water', 'N-(2-Hydroxymethyl-3-Chlorophenyl)-Anthranilic Acid']","['O', None]"
3350,TLF_A_M1t2pp,,,,,"['h[p]', 'tlf_a_m1[p]']","['proton', 'N-(2-Hydroxymethyl-3-Chlorophenyl)-Anthranilic Acid']","['[H+]', None]"
3351,TLF_A_M1tex,,,,,['tlf_a_m1[e]'],['N-(2-Hydroxymethyl-3-Chlorophenyl)-Anthranilic Acid'],[None]
3352,TLF_A_M2_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m2[c]']","['Water', 'N-(2-Hydroxymethyl-3-Chloro-4-Hydroxyphenyl)-Anthranilic Acid']","['O', None]"
3353,TLF_A_M2t2pp,,,,,"['h[p]', 'tlf_a_m2[p]']","['proton', 'N-(2-Hydroxymethyl-3-Chloro-4-Hydroxyphenyl)-Anthranilic Acid']","['[H+]', None]"
3354,TLF_A_M2tex,,,,,['tlf_a_m2[e]'],['N-(2-Hydroxymethyl-3-Chloro-4-Hydroxyphenyl)-Anthranilic Acid'],[None]
3355,TLF_A_M3_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m3[c]']","['Water', 'N-(2-Formyl-3-Chlorophenyl) Anthranilic Acid']","['O', None]"
3356,TLF_A_M3t2pp,,,,,"['h[p]', 'tlf_a_m3[p]']","['proton', 'N-(2-Formyl-3-Chlorophenyl) Anthranilic Acid']","['[H+]', None]"
3357,TLF_A_M3tex,,,,,['tlf_a_m3[e]'],['N-(2-Formyl-3-Chlorophenyl) Anthranilic Acid'],[None]
3358,TLF_A_M4A_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m4a[c]']","['Water', 'Tolfenamic Acid M4A']","['O', None]"
3359,TLF_A_M4At2pp,,,,,"['h[p]', 'tlf_a_m4a[p]']","['proton', 'Tolfenamic Acid M4A']","['[H+]', None]"
3360,TLF_A_M4Atex,,,,,['tlf_a_m4a[e]'],['Tolfenamic Acid M4A'],[None]
3361,TLF_A_M4_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m4[c]']","['Water', 'N-(2-Methyl-3- Chloro-4-Hydroxyphenyl)-Anthranilic Acid']","['O', None]"
3362,TLF_A_M4t2pp,,,,,"['h[p]', 'tlf_a_m4[p]']","['proton', 'N-(2-Methyl-3- Chloro-4-Hydroxyphenyl)-Anthranilic Acid']","['[H+]', None]"
3363,TLF_A_M4tex,,,,,['tlf_a_m4[e]'],['N-(2-Methyl-3- Chloro-4-Hydroxyphenyl)-Anthranilic Acid'],[None]
3364,TLF_A_M5A_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m5a[c]']","['Water', 'Tolfenamic Acid M5A']","['O', None]"
3365,TLF_A_M5At2pp,,,,,"['h[p]', 'tlf_a_m5a[p]']","['proton', 'Tolfenamic Acid M5A']","['[H+]', None]"
3366,TLF_A_M5Atex,,,,,['tlf_a_m5a[e]'],['Tolfenamic Acid M5A'],[None]
3367,TLF_A_M5B_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m5b[c]']","['Water', 'Tolfenamic Acid M5B']","['O', None]"
3368,TLF_A_M5Bt2pp,,,,,"['h[p]', 'tlf_a_m5b[p]']","['proton', 'Tolfenamic Acid M5B']","['[H+]', None]"
3369,TLF_A_M5Btex,,,,,['tlf_a_m5b[e]'],['Tolfenamic Acid M5B'],[None]
3370,TLF_A_M5_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m5[c]']","['Water', 'N-(2-Methyl-3-Chloro-5-Hydroxyphenyl)-Anthranilic Acid']","['O', None]"
3371,TLF_A_M5t2pp,,,,,"['h[p]', 'tlf_a_m5[p]']","['proton', 'N-(2-Methyl-3-Chloro-5-Hydroxyphenyl)-Anthranilic Acid']","['[H+]', None]"
3372,TLF_A_M5tepp,,,,,['tlf_a_m5[c]'],['N-(2-Methyl-3-Chloro-5-Hydroxyphenyl)-Anthranilic Acid'],[None]
3373,TLF_A_M5tex,,,,,['tlf_a_m5[e]'],['N-(2-Methyl-3-Chloro-5-Hydroxyphenyl)-Anthranilic Acid'],[None]
3374,TLF_A_M6_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m6[c]']","['Water', 'N-(2-Carboxy-3-Chlorophenyl)-Anthranilic Acid']","['O', None]"
3375,TLF_A_M6t2pp,,,,,"['h[p]', 'tlf_a_m6[p]']","['proton', 'N-(2-Carboxy-3-Chlorophenyl)-Anthranilic Acid']","['[H+]', None]"
3376,TLF_A_M6tex,,,,,['tlf_a_m6[e]'],['N-(2-Carboxy-3-Chlorophenyl)-Anthranilic Acid'],[None]
3377,TLF_A_M9_GLCAASE,,,,,"['h2o[c]', 'tlf_a_m9[c]']","['Water', 'N-(2-Methyl-3-Chloro-4-Metoxyphenyl)-Anthranilic Acid']","['O', None]"
3378,TLF_A_M9t2pp,,,,,"['h[p]', 'tlf_a_m9[p]']","['proton', 'N-(2-Methyl-3-Chloro-4-Metoxyphenyl)-Anthranilic Acid']","['[H+]', None]"
3379,TLF_A_M9tex,,,,,['tlf_a_m9[e]'],['N-(2-Methyl-3-Chloro-4-Metoxyphenyl)-Anthranilic Acid'],[None]
3380,TLF_Atepp,,,,,['tlf_a[c]'],['Tolfenamic Acid'],['CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O']
3381,TLF_Atex,,,,,['tlf_a[e]'],['Tolfenamic Acid'],['CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O']
3382,TLMS_GLC_GLCAASE,,,,,"['h2o[c]', 'tlms_glc[c]']","['Water', 'Telmisartan Glucuronide']","['O', 'CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C(C=C2C)C6=NC7=CC=CC=C7N6C']"
3383,TLMS_GLCt2pp,,,,,"['h[p]', 'tlms_glc[p]']","['proton', 'Telmisartan Glucuronide']","['[H+]', 'CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C(C=C2C)C6=NC7=CC=CC=C7N6C']"
3384,TLMS_GLCtex,,,,,['tlms_glc[e]'],['Telmisartan Glucuronide'],['CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C(C=C2C)C6=NC7=CC=CC=C7N6C']
3385,TLMStepp,,,,,['tlms[c]'],['Telmisartan'],['CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C']
3386,TLMStex,,,,,['tlms[e]'],['Telmisartan'],['CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C']
3387,TMACMPtepp,,,,,['tmacmp[c]'],['thiomethyl-conjugate-acetaminophen'],[None]
3388,TMACMPtex,,,,,['tmacmp[e]'],['thiomethyl-conjugate-acetaminophen'],[None]
3389,TMAOR1,rxn09313,MNXR26708,,1.6.6.9,"['h[c]', 'mql8[c]', 'tmao[c]']","['proton', 'Menaquinol 8', 'Trimethylamine N-oxide']","['[H+]', 'CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O', 'C[N+](C)(C)[O-]']"
3390,TMAOR1epp,,,,,"['h[p]', 'mql8[c]', 'tmao[p]']","['proton', 'Menaquinol 8', 'Trimethylamine N-oxide']","['[H+]', 'CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O', 'C[N+](C)(C)[O-]']"
3391,TMAOR2,rxn09315,MNXR26771,,1.6.6.9,"['2dmmql8[c]', 'h[c]', 'tmao[c]']","['2-Demethylmenaquinol 8', 'proton', 'Trimethylamine N-oxide']","['CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C', '[H+]', 'C[N+](C)(C)[O-]']"
3392,TMAOR2epp,,,,,"['2dmmql8[c]', 'h[p]', 'tmao[p]']","['2-Demethylmenaquinol 8', 'proton', 'Trimethylamine N-oxide']","['CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C', '[H+]', 'C[N+](C)(C)[O-]']"
3393,TMAOtex,rxn09317,,,,['tmao[e]'],['Trimethylamine N-oxide'],['C[N+](C)(C)[O-]']
3394,TMAtex,rxn09318,,,,['tma[e]'],['trimethylamine'],['CN(C)C']
3395,TMCOR,rxn03015,,,,"['nadp[c]', 'tmln3c[c]']","['Nicotinamide adenine dinucleotide phosphate', 'Thiomorpholine 3-carboxylate']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', 'C1CSCC(N1)C(=O)O']"
3396,TMDK1,rxn01143,MNXR104885,R01567,"2.7.1.145, 2.7.1.21","['atp[c]', 'thymd[c]']","['ATP', 'Thymidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O']"
3397,TMDPP,rxn01146,MNXR104887,R01570,"2.4.2.2, 2.4.2.4","['pi[c]', 'thymd[c]']","['hydrogenphosphate', 'Thymidine']","['OP(=O)([O-])[O-]', 'CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O']"
3398,TMDS,rxn01520,MNXR104889,R02101,2.1.1.45,"['dump[c]', 'mlthf[c]']","['dUMP', '5,10-Methylenetetrahydrofolate']","['C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O', 'C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O']"
3399,TMIPHDH,rxn04271,,,,"['h2o[c]', 'nad[c]', 't2miphd[c]']","['Water', 'Nicotinamide adenine dinucleotide', 'trans-2-Methyl-5-isopropylhexa-2,5-dienal']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'CC(C)C(=C)CC=C(C)C=O']"
3400,TMK,,,,,"['atp[c]', 'thm[c]']","['ATP', 'Thiamin']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO']"
3401,TMN,rxn01537,MNXR5106,,3.5.99.2,"['h2o[c]', 'thm[c]']","['Water', 'Thiamin']","['O', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO']"
3402,TMPK,,,,,"['atp[c]', 'thmmp[c]']","['ATP', 'Thiamin monophosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O']"
3403,TMPPP,rxn02305,MNXR55960,,2.5.1.3,"['2mahmp[c]', '4mpetz[c]', 'h[c]']","['2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate', '4-Methyl-5-(2-phosphoethyl)-thiazole', 'proton']","['CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O', 'CC1=C(SC=N1)CCOP(=O)(O)O', '[H+]']"
