organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Phascolarctobacterium succinatutens YIT 12067,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Obligate anaerobe,"Asaccharolytic, ferments only succinate",Negative,Commensal,560.0,1019.0,833.0,Ines Thiele,06/29/12,ModelSEED,succinatutens,succinatutens.json,626939.0,,Phascolarctobacterium sp. YIT 12067 (626939.3),626940.0,649989983.0,3.0,succinatutens,species
Anaerobiospirillum succiniciproducens DSM 640001,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Vibrionaceae,Anaerobiospirillum,Anaerobe,Asaccharolytic,Negative,,563.0,1127.0,919.0,Laura Kutt,04/19/16,Kbase,succiniciproducens,succiniciproducens.json,1120988.0,kb|g.207031,,13335.0,,,succiniciproducens,species
Eubacterium sulci ATCC 35585,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Incertae Sedis XIII,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,453.0,1051.0,852.0,Laura Kutt,04/18/16,Kbase,sulci,sulci.json,888727.0,kb|g.216330,,143393.0,2558860286.0,,sulci,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,ModelSEED,symbiosum,symbiosum.json,,kb|g.215864,,1512.0,,,symbiosum,species
Butyricimonas synergistica DSM 23225,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,680.0,1187.0,993.0,chenry,04/15/16,Kbase,synergistica,synergistica.json,1121129.0,kb|g.29568,Butyricimonas synergistica DSM 23225 (1121129.3),544644.0,,,synergistica,species
Collinsella tanakaei YIT 12063,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,716.0,1253.0,963.0,chenry,04/15/16,ModelSEED,tanakaei,tanakaei.json,742742.0,kb|g.27481,Collinsella tanakaei YIT 12063 (742742.3),626935.0,2513237344.0,,tanakaei,species
Alloprevotella tannerae ATCC 51259,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,809.0,893.0,770.0,Laura Kutt,04/17/16,Kbase,tannerae,tannerae.json,626522.0,kb|g.2651,,76122.0,,,tannerae,species
,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Facultative anaerobe,"Fermentative or respiratory, comparatively few carbohydrates used",Negative,Opportunistic pathogen,,,,,,ModelSEED,tarda,tarda.json,,,,636.0,,,tarda,species
,Bacteria,Actinobacteria,Actinobacteria,,Gordoniaceae,Gordonia,Obligate aerobe,Saccharolytic,Positive,Pathogen,,,,,,ModelSEED,terrae,terrae.json,,,Gordonia terrae C-6 (1316928.3),2055.0,2545824722.0,,terrae,species
Comamonas testosteroni CNB-2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Facultative anaerobe,Fermentative,Negative,,1164.0,1541.0,1168.0,,,ModelSEED,testosteroni,testosteroni.json,688245.0,kb|g.2973,Comamonas testosteroni CNB-2 (688245.4),285.0,,,testosteroni,species
Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,529.0,1131.0,894.0,chenry,04/15/16,ModelSEED,thermacidophilum,thermacidophilum.json,1121111.0,kb|g.239981,,246618.0,2600254984.0,,thermacidophilum,species
Bacillus thermoamylovorans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,907.0,1561.0,1118.0,Laura Kutt,04/17/16,Kbase,thermoamylovorans,thermoamylovorans.json,35841.0,kb|g.239847,,35841.0,2617271279.0,,thermoamylovorans,species
Bifidobacterium thermophilum RBL67,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,584.0,1194.0,912.0,chenry,04/15/16,ModelSEED,thermophilum,thermophilum.json,1254439.0,kb|g.31452,Bifidobacterium thermophilum RBL67 (1254439.12),33905.0,2545824622.0,,thermophilum,species
Streptococcus thermophilus LMG 18311,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,570.0,954.0,748.0,Ines Thiele,08/07/12,ModelSEED,thermophilus,thermophilus.json,264199.0,,Streptococcus thermophilus LMG 18311 (264199.4),1308.0,637000303.0,2.0,thermophilus,species
Brochothrix thermosphacta DSM 20171 = FSL F6-1036,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochotrix,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,750.0,1361.0,999.0,Laura Kutt,04/18/16,Kbase,thermosphacta,thermosphacta.json,1121126.0,kb|g.240107,,,,,thermosphacta,species
Ureibacillus thermosphaericus str. Thermo-BF,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Aerobe,"Uses esculine, urea and malate as carbon source",Negative,,864.0,1296.0,1035.0,Laura Kutt,04/18/16,ModelSEED,thermosphaericus,thermosphaericus.json,1160707.0,kb|g.24961,Ureibacillus thermosphaericus str. Thermo-BF (1160707.3),51173.0,2548876990.0,,thermosphaericus,species
Bacteroides thetaiotaomicron VPI-5482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,938.0,2524.0,1428.0,Eugen Bauer,09/03/14,Kbase,thetaiotaomicron,thetaiotaomicron.json,226186.0,,Bacteroides thetaiotaomicron VPI-5482 (226186.12),818.0,637000026.0,1.0,thetaiotaomicron,species
Streptococcus thoraltensis DSM 12221,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Obligate anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,685.0,1232.0,904.0,Laura Kutt,04/18/16,Kbase,thoraltensis,thoraltensis.json,1123318.0,kb|g.29709,Streptococcus thoraltensis DSM 12221 (1123318.3),55085.0,,,thoraltensis,species
Bacillus thuringiensis serovar thuringiensis str. T01001,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1251.0,1616.0,1175.0,,,Kbase,thuringiensis,thuringiensis.json,527025.0,kb|g.2101,Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3),1428.0,,,thuringiensis,species
Mogibacterium timidum ATCC 33093,Bacteria,Firmicutes,Clostridia,Clostriadiales,Family XIII Incertae Sedis,Mogibacterium,Obligate anaerobe,Asaccharolytic,Positive,,419.0,955.0,800.0,,,ModelSEED,timidum,timidum.json,1401079.0,kb|g.212219,,35519.0,,,timidum,species
,Bacteria,,,,,,,,,,,,,,,Kbase,timonensis,timonensis.json,,,,,,,timonensis,species
,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,Kbase,torques,torques.json,,,,,,,torques,species
Corynebacterium tuberculostearicum SK141,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,Saccharolytic,Positive,Pathogen,653.0,1157.0,917.0,chenry,04/15/16,ModelSEED,tuberculostearicum,tuberculostearicum.json,553206.0,kb|g.2253,Corynebacterium tuberculostearicum SK141 (553206.4),38304.0,645058719.0,,tuberculostearicum,species
Agrobacterium tumefaciens F2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Aerobe,Respiratory,Negative,,1290.0,1562.0,1169.0,,,Kbase,tumefaciens,tumefaciens.json,1050720.0,kb|g.23531,Agrobacterium tumefaciens F2 (1050720.3),358.0,,,tumefaciens,species
Actinomyces turicensis ACS-279-V-Col4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,591.0,1129.0,887.0,chenry,04/15/16,ModelSEED,turicensis,turicensis.json,883077.0,kb|g.28017,Actinomyces turicensis ACS-279-V-Col4 (883077.3),131111.0,2534682016.0,,turicensis,species
Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Anaerobe,"Saccharolytic, fermentative",Positive,,881.0,1280.0,999.0,Laura Kutt,04/18/16,ModelSEED,tyrobutyricum,tyrobutyricum.json,1121342.0,kb|g.207086,Clostridium tyrobutyricum DSM 2637 = ATCC 25755 (1121342.3),1519.0,,,tyrobutyricum,species
Streptococcus uberis 0140J,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,636.0,1245.0,923.0,Laura Kutt,04/18/16,Kbase,uberis,uberis.json,218495.0,kb|g.405,Streptococcus uberis 0140J (218495.3),1349.0,643348578.0,,uberis,species
,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Obligate anaerobe,,Negative,Pathogen,,,,,,ModelSEED,uenonis,uenonis.json,,,Porphyromonas uenonis 60-3 (596327.3),281920.0,643886142.0,,uenonis,species
,Bacteria,,,,,,,,,,,,,,,,ulcerans,ulcerans.json,,kb|g.3796,,,,,ulcerans,species
Olsenella uli DSM 7084,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Olsenella,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,599.0,1145.0,912.0,chenry,04/15/16,ModelSEED,uli,uli.json,633147.0,kb|g.2670,Olsenella uli DSM 7084 (633147.4),133926.0,648028047.0,,uli,species
Lactobacillus ultunensis DSM 16047,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,545.0,1434.0,1026.0,Ines Thiele,06/25/12,Kbase,ultunensis,ultunensis.json,525365.0,,Lactobacillus ultunensis DSM 16047 (525365.3),227945.0,643886047.0,1.0,ultunensis,species
Bacteroides uniformis ATCC 8492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,Kbase,uniformis,uniformis.json,411479.0,,Bacteroides uniformis ATCC 8492 (411479.10),820.0,641380447.0,1.0,uniformis,species
,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,Anaerobe,Fermentative,Negative,Pathogen,,,,Laura Kutt,,,universalis,universalis.json,,,Methyloversatilis universalis FAM5 (1000565.3),378211.0,,,universalis,species
Campylobacter upsaliensis JV21,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,496.0,931.0,780.0,Ines Thiele,06/29/12,ModelSEED,upsaliensis,upsaliensis.json,888826.0,,Campylobacter upsaliensis JV21 (888826.3),28080.0,649989919.0,3.0,upsaliensis,species
Ureaplasma urealyticum serovar 8 str. ATCC 27618,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Facultative anaerobe,Utilize urea,Positive,,218.0,664.0,518.0,Laura Kutt,04/19/16,Kbase,urealyticum,urealyticum.json,626095.0,kb|g.2647,Ureaplasma urealyticum serovar 8 str. ATCC 27618 (626095.3),2130.0,645951872.0,,urealyticum,species
Corynebacterium ureicelerivorans,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,593.0,1183.0,962.0,chenry,04/15/16,Kbase,ureicelerivorans,ureicelerivorans.json,401472.0,kb|g.244935,,401472.0,2597490209.0,,ureicelerivorans,species
Bacteroides ureolyticus DSM 20703,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Aerobe,"Non-fermentative, respiratory",Negative,,534.0,941.0,791.0,Laura Kutt,04/18/16,Kbase,ureolyticus,ureolyticus.json,1121102.0,kb|g.29563,Bacteroides ureolyticus DSM 20703 (1121102.3),827.0,,,ureolyticus,species
Actinomyces urogenitalis DSM 15434,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,690.0,1247.0,946.0,chenry,04/15/16,Kbase,urogenitalis,urogenitalis.json,525246.0,kb|g.1979,Actinomyces urogenitalis DSM 15434 (525246.3),103621.0,,,urogenitalis,species
,Bacteria,Firmicutes,,,,,,,Positive,,,,,Laura Kutt,04/18/16,Kbase,vaginalis,vaginalis.json,,,,,,,vaginalis,species
Bacillus vallismortis DV1-F-3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1049.0,1632.0,1161.0,Laura Kutt,04/17/16,Kbase,vallismortis,vallismortis.json,1051502.0,kb|g.23549,Bacillus vallismortis DV1-F-3 (1051502.3),72361.0,2547132131.0,,vallismortis,species
Subdoligranulum variabile DSM 15176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,1313.0,1057.0,846.0,Ines Thiele,06/25/12,ModelSEED,variabile,variabile.json,411471.0,,Subdoligranulum variabile DSM 15176 (411471.5),214851.0,2562617078.0,2.0,variabile,species
Fusobacterium varium ATCC 27725,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Commensal,810.0,1250.0,966.0,Ines Thiele,09/06/12,ModelSEED,varium,varium.json,469618.0,,Fusobacterium varium ATCC 27725 (469618.3),856.0,646206275.0,4.0,varium,species
Eubacterium ventriosum ATCC 27560,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,553.0,1389.0,1066.0,Ines Thiele,04/20/12,Kbase,ventriosum,ventriosum.json,411463.0,,Eubacterium ventriosum ATCC 27560 (411463.4),39496.0,640963022.0,2.0,ventriosum,species
Aeromonas veronii B565,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Facultative anaerobe,"Saccharolytic, non-fermentative",Negative,,1084.0,1559.0,1128.0,Laura Kutt,04/18/16,Kbase,veronii,veronii.json,998088.0,kb|g.3886,Aeromonas veronii B565 (998088.4),654.0,650716006.0,,veronii,species
Prevotella veroralis DSM 19559,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,511.0,1006.0,826.0,Laura Kutt,04/17/16,Kbase,veroralis,veroralis.json,1122993.0,kb|g.29670,Prevotella veroralis DSM 19559 (1122993.3),28137.0,,,veroralis,species
Streptococcus vestibularis F0396,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,606.0,1160.0,874.0,Laura Kutt,04/18/16,ModelSEED,vestibularis,vestibularis.json,904306.0,kb|g.3655,Streptococcus vestibularis F0396 (904306.3),1343.0,649990017.0,,vestibularis,species
Aerococcus viridans ATCC 11563,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,667.0,1209.0,941.0,Laura Kutt,04/17/16,Kbase,viridans,viridans.json,655812.0,kb|g.2789,Aerococcus viridans ATCC 11563 (655812.3),1377.0,647000207.0,,viridans,species
Clostridium viride DSM 6836,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Obligate anaerobe,Non-saccharolytic,Positive,,542.0,1132.0,923.0,Laura Kutt,04/18/16,ModelSEED,viride,viride.json,1121344.0,kb|g.240353,,,,,viride,species
Butyricimonas virosa DSM 23226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,622.0,1221.0,975.0,chenry,04/15/16,Kbase,virosa,virosa.json,1121130.0,kb|g.207074,,544645.0,,,virosa,species
Actinomyces viscosus  C505,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,722.0,1234.0,956.0,chenry,04/15/16,Kbase,viscosus,viscosus.json,562973.0,kb|g.2332,Actinomyces viscosus C505 (562973.4),1656.0,,,viscosus,species
Kandleria vitulina DSM 20405,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,587.0,1195.0,926.0,Laura Kutt,04/18/16,Kbase,vitulina,vitulina.json,1410657.0,kb|g.241318,,1630.0,,,vitulina,species
Staphylococcus vitulinus F1028,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,830.0,1396.0,1070.0,Laura Kutt,04/18/16,ModelSEED,vitulinus,vitulinus.json,1167632.0,kb|g.25042,,71237.0,2548876999.0,,vitulinus,species
Geobacillus vulcani PSS1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,"Saccharolytic, non-fermentative",Positive,,975.0,1570.0,1131.0,Laura Kutt,04/17/16,Kbase,vulcani,vulcani.json,1382315.0,kb|g.241237,,135517.0,2574179705.0,,vulcani,species
Bacteroides vulgatus ATCC 8482,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,884.0,2474.0,1395.0,Eugen Bauer,08/03/14,Kbase,vulgatus,vulgatus.json,435590.0,,Bacteroides vulgatus ATCC 8482 (435590.9),821.0,640753008.0,1.0,vulgatus,species
Sutterella wadsworthensis 3_1_45B,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Microaerophile/ anaerobe,"Asaccharolytic, nonfermentative",Negative,Pathogen,613.0,1019.0,840.0,Ines Thiele,06/29/12,Kbase,wadsworthensis,wadsworthensis.json,742821.0,,Sutterella wadsworthensis 3_1_45B (742821.3),40545.0,649990021.0,3.0,wadsworthensis,species
Bilophila wadsworthia 3_1_6,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Obligate anaerobe,"Only anaerobic respiration, nonfermentative, asaccharolytic",Negative,Commensal,819.0,1386.0,1081.0,Ines Thiele,06/29/12,ModelSEED,wadsworthia,wadsworthia.json,563192.0,,Bilophila wadsworthia 3_1_6 (563192.3),35833.0,2562617176.0,1.0,wadsworthia,species
Staphylococcus warneri SG1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Opportunistic pathogen,869.0,1418.0,1059.0,Laura Kutt,04/18/16,ModelSEED,warneri,warneri.json,1194526.0,kb|g.31042,Staphylococcus warneri SG1 (1194526.3),1292.0,2561511184.0,,warneri,species
Blautia wexlerae DSM 19850,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,855.0,1249.0,1006.0,Laura Kutt,04/18/16,Kbase,wexlerae,wexlerae.json,1121115.0,kb|g.207068,,418240.0,,,wexlerae,species
Tropheryma whipplei str. Twist,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Tropheryma,Facultative anaerobe,Fermentative,Positive,Opportunistic pathogen,356.0,845.0,718.0,chenry,04/15/16,ModelSEED,whipplei,whipplei.json,203267.0,kb|g.338,Tropheryma whipplei str. Twist (203267.1),2039.0,637000331.0,,whipplei,species
Helicobacter winghamensis ATCC BAA-430,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Microaerophile,"Strictly respiratory, asaccharolytic",Negative,Opportunistic pathogen,498.0,941.0,793.0,Ines Thiele,09/06/12,ModelSEED,winghamensis,winghamensis.json,556267.0,,Helicobacter winghamensis ATCC BAA-430 (556267.4),157268.0,646206255.0,1.0,winghamensis,species
Paraprevotella xylaniphila YIT 11841,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,668.0,1098.0,894.0,Laura Kutt,04/17/16,Kbase,xylaniphila,xylaniphila.json,762982.0,kb|g.3278,Paraprevotella xylaniphila YIT 11841 (762982.3),454155.0,651324083.0,,xylaniphila,species
,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,Kbase,xylanisolvens,xylanisolvens.json,,,,371601.0,,,xylanisolvens,species
,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Aerobe,Respiratory,Negative,,,,,,,,xylosoxidans,xylosoxidans.json,,,Achromobacter xylosoxidans A8 (762376.5),85698.0,,,xylosoxidans,species
,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,,,,Laura Kutt,,ModelSEED,xylosus,xylosus.json,,,,1288.0,,,xylosus,species
Paracoccus yeei ATCC BAA-599,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Aerobe,Respiratory,Negative,Pathogen,1140.0,1525.0,1140.0,Laura Kutt,04/19/16,Kbase,yeei,yeei.json,1446473.0,kb|g.242186,,147645.0,,,yeei,species
