,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
2874,PPPGO3,protoporphyrinogen oxidase (anaerobic),rxn09180,MNXR69778,None,1.3.3.4,PPPGO3,"['fum[c]', 'pppg9[c]']",None,"['Fumarate', 'Protoporphyrinogen IX']","['C(=CC(=O)[O-])C(=O)[O-]', 'CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C']"
2875,PPPNt2rpp,"3-phenylpropionate transport via proton symport, reversible, periplasmatic",None,None,None,None,None,"['h[p]', 'pppn[p]']",None,"['proton', 'Phenylpropanoate']","['[H+]', 'C1=CC=C(C=C1)CCC(=O)O']"
2876,PPPNtex,Phenylpropanoate diffusion extracellular to periplasm,rxn09183,None,None,None,PPPNtex,['pppn[e]'],None,['Phenylpropanoate'],['C1=CC=C(C=C1)CCC(=O)O']
2877,PPRDNDH,Piperideine dehydrogenase,None,None,None,None,None,"['h2o[c]', 'nad[c]', 'pprdn[c]']",None,"['Water', 'Nicotinamide adenine dinucleotide', 'Piperideine']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C1CCN=CC1']"
2878,PPS,phosphoenolpyruvate synthase,rxn00147,MNXR4414,None,2.7.9.2,PPS,"['atp[c]', 'h2o[c]', 'pyr[c]']",R00199,"['ATP', 'Water', 'Pyruvate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'CC(=O)C(=O)[O-]']"
2879,PPTT,trans-pentaprenyltranstransferase,rxn03892,MNXR74519,None,2.5.1.90,PPTT; PPTTm,"['ipdp[c]', 'pendp[c]']",R05613,"['Isopentenyl diphosphate', 'all-trans-Pentaprenyl diphosphate']","['CC(=C)CCOP(=O)(O)OP(=O)(O)O', 'CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C']"
2880,PRAGS,phosphoribosylglycinamide synthetase,rxn02895,MNXR69784,None,6.3.4.13,ADE5_7_1; PRAGS; PRAGSr,"['atp[c]', 'gly[c]', 'pram[c]']",R04144,"['ATP', 'Glycine', '5-Phospho-beta-D-ribosylamine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(=O)O)N', 'C(C1C(C(C(O1)N)O)O)OP(=O)(O)O']"
2881,PRAI,phosphoribosylanthranilate isomerase,rxn02508,MNXR4422,None,5.3.1.24,PRAI; PRAIi; TRP1,['pran[c]'],R03509,['N-(5-Phospho-D-ribosyl)anthranilate'],['C1=CC=C(C(=C1)C(=O)O)NC2C(C(C(O2)COP(=O)(O)O)O)O']
2882,PRAIS,phosphoribosylaminoimidazole synthase,rxn02937,MNXR103157,None,6.3.3.1,ADE5_7_2; PRAIS,"['atp[c]', 'fpram[c]']",R04208,"['ATP', '2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O']"
2883,PRAMPC,phosphoribosyl-AMP cyclohydrolase,rxn02835,MNXR4424,None,3.5.4.19,HIS4_2; PRAMPC,"['h2o[c]', 'prbamp[c]']",R04037,"['Water', '1-(5-Phosphoribosyl)-AMP']","['O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)(O)O)O)O']"
2884,PRASCSi,phosphoribosylaminoimidazolesuccinocarboxamide synthase,rxn03147,MNXR103158,None,6.3.2.6,ADE1; PRASCS,"['5aizc[c]', 'asp_L[c]', 'atp[c]']",R04591,"['5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate', 'L-aspartate', 'ATP']","['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O', 'C(C(C(=O)O)N)C(=O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N']"
2885,PRATPP,phosphoribosyl-ATP pyrophosphatase,rxn02834,MNXR4426,None,3.6.1.31,HIS4_1; PRATPP,"['h2o[c]', 'prbatp[c]']",R04035,"['Water', '1-(5-Phosphoribosyl)-ATP']","['O', 'C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)(O)O)O)O']"
2886,PRDX,Peroxidase (Multiple Substrates),rxn00427,MNXR103159,R00602,"1.11.1.21, 1.11.1.6, 1.11.1.7",PRDX,"['h2o2[c]', 'meoh[c]']",R00602,"['Hydrogen peroxide', 'methanol']","['OO', 'CO']"
2887,PREN,prenyl transferase,rxn16108,None,None,2.5.1.30,None,"['frdp[c]', 'ipdp[c]']",R09247,"['Farnesyl diphosphate', 'Isopentenyl diphosphate']","['CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C', 'CC(=C)CCOP(=O)(O)OP(=O)(O)O']"
2888,PRFGS,Phosphoribosylformylglycinamidine Synthase,rxn03084,MNXR103165,None,6.3.5.3,ADE6; PRFGS,"['atp[c]', 'fgam[c]', 'gln_L[c]', 'h2o[c]']",R04463,"['ATP', 'N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide', 'L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O', 'C(CC(=O)N)C(C(=O)O)N', 'O']"
2889,PRKIN,ATP:D-ribulose-5-phosphate 1-phosphotransferase,rxn01111,MNXR8268,None,2.7.1.19,PRKIN,"['atp[c]', 'ru5p_D[c]']",R01523,"['ATP', 'D-ribulose 5-phosphate(2-)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]']"
2890,PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,rxn03175,MNXR4439,None,5.3.1.16,PRMICI; PRMICIi,['prfp[c]'],R04640,['1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide'],['C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NC3C(C(C(O3)COP(=O)(O)O)O)O)C(=O)N']
2891,PRO1x,L-ProlineNAD+ 5-Oxidoreductase,rxn00929,MNXR102303,R01248,"1.5.1.2, 1.5.99.8",P5CRx; PRO1x; PRO1xm; PUT1,"['nad[c]', 'pro_L[c]']",R01248,"['Nicotinamide adenine dinucleotide', 'L-proline']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C1CC(NC1)C(=O)O']"
2892,PROB_GLC_GLCAASE,Probenecid Acyl Beta-D-Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'prob_glc[c]']",None,"['Water', 'Probenecid Acyl Beta-D-Glucuronide']","['O', 'CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']"
2893,PROB_GLCt2pp,"Glucuronate transport in via proton symport Probenecid Acyl Beta-D-Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'prob_glc[p]']",None,"['proton', 'Probenecid Acyl Beta-D-Glucuronide']","['[H+]', 'CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']"
2894,PROB_GLCtex,Probenecid Acyl Beta-D-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['prob_glc[e]'],None,['Probenecid Acyl Beta-D-Glucuronide'],['CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']
2895,PROBtepp,"beta-glucuronidase reaction product export Probenecid, periplasmatic",None,None,None,None,None,['prob[c]'],None,['Probenecid'],['CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O']
2896,PROBtex,Probenecid diffusion extracellular to periplasm,None,None,None,None,None,['prob[e]'],None,['Probenecid'],['CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O']
2897,PROD2,Proline Dehydrogenase,rxn09188,MNXR103187,R10507,"1.5.-.-, 1.5.99.8",PRO1z; PROD2,"['fad[c]', 'pro_L[c]']",R10507,"['Flavin adenine dinucleotide oxidized', 'L-proline']","[None, 'C1CC(NC1)C(=O)O']"
2898,PROD3,Proline dehydrogenase (trans-4-Hydroxy-L-proline),rxn02359,MNXR85051,None,1.5.99.8,None,"['4hpro_LT[c]', 'fad[c]']",R03295,"['trans-4-hydroxy-L-proline', 'Flavin adenine dinucleotide oxidized']","['C1C(CNC1C(=O)O)O', None]"
2899,PRODTHLOX,NADPH protein-disulfide oxidoreductase,rxn06526,MNXR7442,None,None,None,"['nadp[c]', 'prodthl[c]']",R03914,"['Nicotinamide adenine dinucleotide phosphate', 'Protein dithiol']","['C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N', None]"
2900,PRONT_GLC_GLCAASE,Prontosil Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'pront_glc[c]']",None,"['Water', 'Prontosil Glucuronide']","['O', None]"
2901,PRONT_GLCt2pp,"Glucuronate transport in via proton symport Prontosil Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'pront_glc[p]']",None,"['proton', 'Prontosil Glucuronide']","['[H+]', None]"
2902,PRONT_GLCtex,Prontosil Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['pront_glc[e]'],None,['Prontosil Glucuronide'],[None]
2903,PRONTtepp,"beta-glucuronidase reaction product export Prontosil, periplasmatic",None,None,None,None,None,['pront[c]'],None,['Prontosil'],['C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N)N)S(=O)(=O)N']
2904,PRONTtex,Prontosil diffusion extracellular to periplasm,None,None,None,None,None,['pront[e]'],None,['Prontosil'],['C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N)N)S(=O)(=O)N']
2905,PROPAT4tepp,"Transport of Proline via Pat4, periplasmatic",None,None,None,None,None,['pro_L[p]'],None,['L-proline'],['C1CC(NC1)C(=O)O']
2906,PROPL_GLC_GLCAASE,Propranolol Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'propl_glc[c]']",None,"['Water', 'Propranolol Glucuronide']","['O', 'CC(C)NCC(COC1=CC=CC2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2907,PROPL_GLCt2pp,"Glucuronate transport in via proton symport Propranolol Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'propl_glc[p]']",None,"['proton', 'Propranolol Glucuronide']","['[H+]', 'CC(C)NCC(COC1=CC=CC2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O']"
2908,PROPL_GLCtex,Propranolol Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['propl_glc[e]'],None,['Propranolol Glucuronide'],['CC(C)NCC(COC1=CC=CC2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O']
2909,PROPLtepp,"beta-glucuronidase reaction product export Propranolol, periplasmatic",None,None,None,None,None,['propl[c]'],None,['Propranolol'],['CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O']
2910,PROPLtex,Propranolol diffusion extracellular to periplasm,None,None,None,None,None,['propl[e]'],None,['Propranolol'],['CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O']
2911,PRO_Ltex,L-proline diffusion extracellular to periplasm,None,None,None,None,None,['pro_L[e]'],None,['L-proline'],['C1CC(NC1)C(=O)O']
2912,PROabcpp,"L-proline transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'pro_L[p]']",None,"['ATP', 'Water', 'L-proline']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', 'C1CC(NC1)C(=O)O']"
2913,PROt2pp,"L proline transport in via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'pro_L[p]']",None,"['proton', 'L-proline']","['[H+]', 'C1CC(NC1)C(=O)O']"
2914,PROt4pp,"Na+/Proline-L Symporter, periplasmatic",None,None,None,None,None,"['na1[p]', 'pro_L[p]']",None,"['Sodium', 'L-proline']","['[Na]', 'C1CC(NC1)C(=O)O']"
2915,PRPPS,Phosphoribosylpyrophosphate Synthetase,rxn00770,MNXR103215,None,2.7.6.1,None,"['atp[c]', 'r5p[c]']",R01049,"['ATP', 'alpha-D-Ribose 5-phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(O1)O)O)O)OP(=O)(O)O']"
2916,PRX_MII_GLC_GLCAASE,Paroxetine Mii Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'prx_mII_glc[c]']",None,"['Water', 'Paroxetine Mii Glucuronide']","['O', None]"
2917,PRX_MII_GLCt2pp,"Glucuronate transport in via proton symport Paroxetine Mii Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'prx_mII_glc[p]']",None,"['proton', 'Paroxetine Mii Glucuronide']","['[H+]', None]"
2918,PRX_MII_GLCtex,Paroxetine Mii Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['prx_mII_glc[e]'],None,['Paroxetine Mii Glucuronide'],[None]
2919,PRX_MIItepp,"beta-glucuronidase reaction product export Paroxetine Mii, periplasmatic",None,None,None,None,None,['prx_mII[c]'],None,['Paroxetine Mii'],[None]
2920,PRX_MIItex,Paroxetine Mii diffusion extracellular to periplasm,None,None,None,None,None,['prx_mII[e]'],None,['Paroxetine Mii'],[None]
2921,PRX_MI_GLC_GLCAASE,Paroxetine Mi Glucuronide beta-glucuronidase,None,None,None,None,None,"['h2o[c]', 'prx_mI_glc[c]']",None,"['Water', 'Paroxetine Mi Glucuronide']","['O', None]"
2922,PRX_MI_GLCt2pp,"Glucuronate transport in via proton symport Paroxetine Mi Glucuronide, periplasmatic",None,None,None,None,None,"['h[p]', 'prx_mI_glc[p]']",None,"['proton', 'Paroxetine Mi Glucuronide']","['[H+]', None]"
2923,PRX_MI_GLCtex,Paroxetine Mi Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['prx_mI_glc[e]'],None,['Paroxetine Mi Glucuronide'],[None]
2924,PRX_MItepp,"beta-glucuronidase reaction product export Paroxetine Mi, periplasmatic",None,None,None,None,None,['prx_mI[c]'],None,['Paroxetine Mi'],[None]
2925,PRX_MItex,Paroxetine Mi diffusion extracellular to periplasm,None,None,None,None,None,['prx_mI[e]'],None,['Paroxetine Mi'],[None]
2926,PSCNABT,Spermidine:putrescine 4-aminobutyltransferase,rxn01405,None,None,None,None,"['ptrc[c]', 'spmd[c]']",R01919,"['Putrescine', 'Spermidine']","['C(CCN)CN', 'C(CCNCCCN)CN']"
2927,PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,rxn02476,MNXR4464,None,2.5.1.19,ARO1_5; PSCVT; PSCVTi,"['pep[c]', 'skm5p[c]']",R03460,"['Phosphoenolpyruvate', 'Shikimate 5-phosphate']","['C=C(C(=O)O)OP(=O)(O)O', 'C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)O']"
2928,PSD120,Phosphatidylserine decarboxylase (n-C12:0),rxn09197,MNXR84034,None,4.1.1.65,PSD120,"['h[c]', 'ps120[c]']",None,"['proton', 'phosphatidylserine (didodecanoyl, n-C12:0)']","['[H+]', None]"
2929,PSD140,Phosphatidylserine decarboxylase (n-C14:0),rxn09198,MNXR69802,None,4.1.1.65,PSD140,"['h[c]', 'ps140[c]']",None,"['proton', 'phosphatidylserine (ditetradecanoyl, n-C14:0)']","['[H+]', None]"
2930,PSD141,Phosphatidylserine decarboxylase (n-C14:1),rxn09199,MNXR94266,None,4.1.1.65,PSD141,"['h[c]', 'ps141[c]']",None,"['proton', 'phosphatidylserine (ditetradec-7-enoyl, n-C14:1)']","['[H+]', None]"
2931,PSD160,Phosphatidylserine decarboxylase (n-C16:0),rxn09200,MNXR69804,None,4.1.1.65,PSD160,"['h[c]', 'ps160[c]']",None,"['proton', 'phosphatidylserine (dihexadecanoyl, n-C16:0)']","['[H+]', 'CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCC']"
2932,PSD161,Phosphatidylserine decarboxylase (n-C16:1),rxn09201,MNXR84036,None,4.1.1.65,PSD161,"['h[c]', 'ps161[c]']",None,"['proton', 'phosphatidylserine (dihexadec-9-enoyl, n-C16:1)']","['[H+]', None]"
2933,PSD180,Phosphatidylserine decarboxylase (n-C18:0),rxn09202,MNXR69806,None,4.1.1.65,PSD180,"['h[c]', 'ps180[c]']",None,"['proton', 'phosphatidylserine (dioctadecanoyl, n-C18:0)']","['[H+]', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCCCC']"
2934,PSD181,Phosphatidylserine decarboxylase (n-C18:1),rxn09203,MNXR69807,None,4.1.1.65,PSD181,"['h[c]', 'ps181[c]']",None,"['proton', 'phosphatidylserine (dioctadec-11-enoyl, n-C18:1)']","['[H+]', None]"
2935,PSDAI15,anteisopentadecanoyl-phosphatidylserine decarboxylase,rxn10236,MNXR28693,None,4.1.1.65,None,"['h[c]', 'psai15[c]']",None,"['proton', 'Phosphatidylserine (12-methyl-tetradecanoyl, anteiso-C15)']","['[H+]', None]"
2936,PSDAI17,anteisoheptadecanoyl-phosphatidylserine decarboxylase,rxn10233,MNXR28690,None,4.1.1.65,None,"['h[c]', 'psai17[c]']",None,"['proton', 'Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)']","['[H+]', None]"
2937,PSDI14,isotetradecanoyl-phosphatidylserine decarboxylase,rxn10234,MNXR28691,None,4.1.1.65,None,"['h[c]', 'psi14[c]']",None,"['proton', 'Phosphatidylserine (12-methyl-tridecanoyl, iso-C14)']","['[H+]', None]"
2938,PSDI15,isopentadecanoyl-phosphatidylserine decarboxylase,rxn10235,MNXR28692,None,4.1.1.65,None,"['h[c]', 'psi15[c]']",None,"['proton', 'Phosphatidylserine (13-methyl-tetradecanoyl, iso-C15)']","['[H+]', None]"
2939,PSDI16,isohexadecanoyl-phosphatidylserine decarboxylase,rxn10237,MNXR28694,None,4.1.1.65,None,"['h[c]', 'psi16[c]']",None,"['proton', 'Phosphatidylserine (14-methyl-pentadecanoyl, iso-C16)']","['[H+]', None]"
2940,PSDI17,isoheptadecanoyl-phosphatidylserine decarboxylase,rxn10232,MNXR28689,None,4.1.1.65,None,"['h[c]', 'psi17[c]']",None,"['proton', 'Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)']","['[H+]', None]"
2941,PSERT,Phosphoserine Transaminase,rxn02914,MNXR103225,R04173,2.6.1.52,PSERT; PSERTr; SER1_1,"['3php[c]', 'glu_L[c]']",R04173,"['3-phosphonatooxypyruvate(3-)', 'L-glutamate']","['C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]', 'C(CC(=O)O)C(C(=O)O)N']"
2942,PSP_L,Phosphoserine Phosphatase (L-Serine),rxn00420,MNXR103260,R00582,3.1.3.3,PSP_L; PSP_Lpp; SER2,"['h2o[c]', 'pser_L[c]']",R00582,"['Water', 'O-Phospho-L-serine']","['O', 'C(C(C(=O)O)N)OP(=O)(O)O']"
2943,PSSA120,Phosphatidylserine syntase (n-C12:0),rxn09205,MNXR69812,None,2.7.8.8,PSSA120,"['cdpdddecg[c]', 'ser_L[c]']",None,"['CDP-1,2-didodecanoylglycerol', 'L-serine']","['CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCC', 'C(C(C(=O)O)N)O']"
2944,PSSA140,Phosphatidylserine syntase (n-C14:0),rxn09206,MNXR69813,None,2.7.8.8,PSSA140,"['cdpdtdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-ditetradecanoylglycerol', 'L-serine']","['CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCC', 'C(C(C(=O)O)N)O']"
2945,PSSA141,Phosphatidylserine syntase (n-C14:1),rxn09207,MNXR69814,None,2.7.8.8,PSSA141,"['cdpdtdec7eg[c]', 'ser_L[c]']",None,"['CDP-1,2-ditetradec-7-enoylglycerol', 'L-serine']","['CCCCCCC=CCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCC=CCCCCCC', 'C(C(C(=O)O)N)O']"
2946,PSSA160,Phosphatidylserine syntase (n-C16:0),rxn09208,MNXR69815,None,2.7.8.8,PSSA160,"['cdpdhdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-dihexadecanoylglycerol', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2947,PSSA161,Phosphatidylserine syntase (n-C16:1),rxn09209,MNXR69816,None,2.7.8.8,PSSA161,"['cdpdhdec9eg[c]', 'ser_L[c]']",None,"['CDP-1,2-dihexadec-9-enoylglycerol', 'L-serine']","['CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCC=CCCCCCC', 'C(C(C(=O)O)N)O']"
2948,PSSA180,Phosphatidylserine syntase (n-C18:0),rxn09210,MNXR69817,None,2.7.8.8,PSSA180,"['cdpdodecg[c]', 'ser_L[c]']",None,"['CDP-1,2-dioctadecanoylglycerol', 'L-serine']","['CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCCCC', 'C(C(C(=O)O)N)O']"
2949,PSSA181,Phosphatidylserine syntase (n-C18:1),rxn09211,MNXR69818,None,2.7.8.8,PSSA181,"['cdpdodec11eg[c]', 'ser_L[c]']",None,"['CDP-1,2-dioctadec-11-enoylglycerol', 'L-serine']","['CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCC=CCCCCCC', 'C(C(C(=O)O)N)O']"
2950,PSSAAI15,anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10230,MNXR28687,None,2.7.8.8,None,"['cdpdaipdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-dianteisopentadecanoylglycerol (12-methyl-tetradecanoyl, anteiso-C15)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2951,PSSAAI17,anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10227,MNXR28684,None,2.7.8.8,None,"['cdpdaihpdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-dianteisoheptadecanoylglycerol (14-methyl-hexadecanoyl, anteiso-C17)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2952,PSSAI14,isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10228,MNXR28685,None,2.7.8.8,None,"['cdpditdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-diisotetradecanoylglycerol (12-methyl-tridecanoyl, iso-C14)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2953,PSSAI15,isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10229,MNXR28686,None,2.7.8.8,None,"['cdpdipdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-diisopentadecanoylglycerol (13-methyl-tetradecanoyl, iso-C15)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2954,PSSAI16,isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10231,MNXR28688,None,2.7.8.8,None,"['cdpdihdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-diisohexadecanoylglycerol (14-methyl-pentadecanoyl, iso-C16)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2955,PSSAI17,isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,rxn10226,MNXR28683,None,2.7.8.8,None,"['cdpdihpdecg[c]', 'ser_L[c]']",None,"['CDP-1,2-diisoheptadecanoylglycerol (15-methyl-hexadecanoyl, iso-C17)', 'L-serine']","[None, 'C(C(C(=O)O)N)O']"
2956,PTA2,Phosphate acetyltransferase,rxn00670,MNXR4501,None,2.3.1.8,PTA2; PTA2r; PTAr_ppa,"['pi[c]', 'ppcoa[c]']",R00921,"['hydrogenphosphate', 'Propanoyl-CoA']","['OP(=O)([O-])[O-]', 'CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
2957,PTAr,phosphotransacetylase,rxn00173,MNXR4502,None,2.3.1.8,PTA; PTAr,"['accoa[c]', 'pi[c]']",R00230,"['Acetyl-CoA', 'hydrogenphosphate']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'OP(=O)([O-])[O-]']"
2958,PTPAT,Phosphopantetheine Adenylyltransferase (Ec 2.7.7.3),rxn02175,MNXR4514,None,None,PTPAT; PTPATi; PTPATim; U94; U95,"['atp[c]', 'h[c]', 'pan4p[c]']",R03035,"['ATP', 'proton', 'Pantetheine 4-phosphate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[H+]', None]"
2959,PTRCABT,Putrescine:putrescine 4-aminobutyltransferase (ammonia-forming),rxn00015,None,None,None,HSPMS,['ptrc[c]'],R00018,['Putrescine'],['C(CCN)CN']
2960,PTRCORNt7pp,"putrescine/ornithine antiporter, periplasmatic",None,None,None,None,None,"['orn[c]', 'ptrc[p]']",None,"['Ornithine', 'Putrescine']","['C(CC(C(=O)O)N)CN', 'C(CCN)CN']"
2961,PTRCTA,Putrescine Transaminase,rxn00856,MNXR32288,None,2.6.1.29,PTRCTA,"['akg[c]', 'ptrc[c]']",R01155,"['2-Oxoglutarate', 'Putrescine']","['C(CC(=O)O)C(=O)C(=O)O', 'C(CCN)CN']"
